probono_id,id,organization_name,location,censusregion,fiscal_year,gross_revenue,amlaw_rank,total_hours,num_attorneys,num_attorneys_over_20_hrs,avg_hrs_per_lawyer,percent_lawyers_over_20_hrs,percent_attorneys_in_us,amlaw200_rank,num_of_lawyers,num_eq_partners,num_non_eq_partners,total_partners,rpl,rank_by_rpl,net_operating_income,ppp,cap,comp_non_eq_partners,api,vpl,lawyers_10m,vpl_last_year,lawyers_10m_last_year,leverage,profit_margin,total_attorneys,total_female_attorneys,female_associates,female_partners,total_minority_attorneys,minority_percentage,asian_american_associates,asian_american_partners,african_american_associates,african_american_partners,hispanic_associates,hispanic_partners,native_american_associates,native_american_partners,us_attorneys,non_us_attorneys,minority_perc_partners,other_partners,other_nonpartners,sqrt_hour,south,midwest,west,percent_female_partner,percent_female_assoc,percent_minority_associates,lngross,sqrt_femalepartner,lnppp,lntotalattorneys,lnrpl,lnincome,nyc,coordinator,num_locations,coordinator1yes,coordinatortime,fulltimeprobono,committee,meet,policy1yes,billablecredit1yes,caponbillable1yes,howmanyhours,bonus1yes,comments,lnsize,prchngrev,percentfemale,percentminority,percentassociate,amlaw100,networkdata,northeast
114190,21,Baker Botts,Houston,South,2005,434500000,1,21430,624,197,36,33,95,52,624,227,25,252,695000,77,205500000,905000,860000,11500000,1.299999952,350000,28.56999969,,,2.75,47,675,175,140,35,63,10,19,2,8,7,23,3,,,639,36,5,0,1,6,1,0,0,0.05185185,0.2074074,0.074074075,19.88970566,0.227710009,13.71569061,6.436150551,13.45166683,19.14095688,0,,,,,,,,,,,,,,6.436150551,3.45238,28.04487038,10.09615326,59.61538696,1,0,0
114235,22,Baker Donelson,Memphis,South,2005,151000000,140,4977,397,70,13,18,100,140,397,126,66,192,380000,195,48000000,385000,320000,13000000,1.00999999,155000,64.51999664,,,3.170000076,32,422,134,94,40,30,7,4,0,16,7,2,1,,,422,0,4,0,0,3.605551243,1,0,0,0.094786733,0.222748816,0.0521327,18.83279037,0.307874531,12.86099815,5.98393631,12.84792614,17.68671227,0,,,,,,,,,,,,,,5.98393631,8.63309,33.75314713,7.556675434,51.63727951,0,0,0
114147,24,Ballard Spahr,Philadelphia,Northeast,2005,213500000,102,21944,418,195,53,47,100,102,418,165,25,190,510000,148,75000000,455000,430000,6500000,0.889999986,195000,51.27999878,,,2.539999962,35,452,167,128,39,36,8,9,0,16,3,8,0,,,452,0,2,0,0,7.280109882,0,0,0,0.086283185,0.28318584,0.07300885,19.17914772,0.293740004,13.02805233,6.035481453,13.14216614,18.13299942,0,,7,1,100,1,1,Periodic basis,1,1,0,,1,,6.035481453,6.75,39.95215225,8.612440109,54.54545593,0,1,1
114203,25,Barnes & Thornburg,Indianapolis,Midwest,2005,164000000,129,10500,391,120,27,31,100,129,391,153,28,181,420000,186,75000000,490000,450000,6500000,1.169999957,210000,47.61999893,,,2.559999943,46,396,86,62,24,26,7,9,2,8,4,3,0,,,396,0,3,0,0,5.19615221,0,1,0,0.060606062,0.156565651,0.05050505,18.91537666,0.246182993,13.10216045,5.968707561,12.94801044,18.13299942,0,,7,1,10,0,1,Quarterly,1,1,1,50,1,Coordinator's time is estimated by how much pro bono work he does; 200 hours of service + 25-50 hours admin,5.968707561,14.68531,21.99488449,6.649616241,53.70843887,0,1,0
114196,28,Bell Boyd,Chicago,Midwest,2005,114500000,180,5621,212,83,27,39,100,180,212,63,77,140,540000,138,39500000,625000,430000,20500000,1.159999967,285000,35.09000015,,,3.359999895,34,253,61,40,21,27,11,9,4,3,4,4,3,,,253,0,8,0,0,5.19615221,0,1,0,0.083003953,0.158102766,0.063241109,18.55608559,0.288104057,13.34550667,5.356586456,13.19932461,17.49181175,0,,,,,,,,,,,,,,5.356586456,7.00935,28.77358437,12.73584938,33.96226501,0,0,0
114122,31,Bingham McCutchen,Boston,Northeast,2005,593000000,1,60182,750,356,84,50,95,27,750,113,168,281,790000,39,138000000,1220000,780000,82000000,1.539999962,295000,33.90000153,,,6.639999866,23,843,351,286,65,142,18,71,17,24,5,18,5,,,795,48,8,0,2,9.165151596,0,0,0,0.077105574,0.339264542,0.134045079,20.20070457,0.277678907,14.01436138,6.620073318,13.57978821,18.74276352,0,,11,1,50,0,1,Monthly,1,1,0,,1,,6.620073318,4.86295,46.79999924,18.93333435,62.53333282,1,1,1
114229,33,Blackwell Sanders,Kansas City,Midwest,2005,103500000,183,3910,245,39,16,16,99,183,245,76,57,133,425000,185,32500000,430000,330000,11500000,1.00999999,180000,55.56000137,,,3.220000029,31,297,,,,12,4,4,0,5,1,2,0,,,297,0,1,0,0,4,0,1,0,,,0.037037037,18.45508194,,12.97154045,5.501258373,12.95984459,17.29675102,0,,,,,,,,,,,,,,5.501258373,12.5,,4.897959232,45.7142868,0,0,0
114291,36,Blank Rome,Philadelphia,Northeast,2005,266000000,1,13844,468,140,30,30,100,76,468,172,76,248,570000,122,98000000,570000,485000,22000000,1,255000,39.22000122,,,2.720000029,37,447,132,98,34,22,5,6,0,6,7,2,1,,,447,0,3,0,0,5.47722578,0,0,0,0.076062642,0.219239369,0.031319909,19.3990078,0.275794566,13.25339127,6.148468494,13.25339127,18.40047836,0,,10,1,75,0,1,bimonthly,1,1,1,50,1,,6.148468494,7.47475,28.20512962,4.700854778,47.00854874,1,1,1
114230,38,Bracewell & Giuliani,Houston,South,2005,172000000,121,4669,338,58,14,18,96,121,338,104,52,156,510000,148,62000000,595000,505000,17000000,1.169999957,235000,42.54999924,,,3.25,36,368,124,87,37,34,10,3,0,10,1,12,8,,,357,11,5,0,0,3.741657495,1,0,0,0.100543477,0.236413047,0.067934781,18.96300507,0.317085922,13.2963171,5.823045731,13.14216614,17.94264412,0,,,,,,,,,,,,,,5.823045731,-2.27273,36.68638992,10.05917168,53.84615707,0,0,0
114232,46,Brown Raysman,New York,Northeast,2005,126000000,166,3916,225,33,17,15,100,166,225,41,46,87,560000,126,29000000,720000,540000,17500000,1.289999962,210000,47.61999893,,,5.559999943,23,253,83,68,15,21,8,10,0,11,0,0,0,,,250,3,0,0,0,4.123105526,0,0,0,0.059288539,0.268774718,0.083003953,18.65179253,0.24349238,13.48700619,5.416100502,13.23569202,17.18280602,1,,,,,,,,,,,,,,5.416100502,15.59633,36.88888931,9.333333015,61.33333588,0,0,1
114204,48,Bryan Cave,St. Louis,Midwest,2005,398500000,1,18785,733,212,27,30,95,56,733,179,132,311,545000,137,109500000,615000,490000,43000000,1.129999995,210000,47.61999893,,,4.099999905,27,730,236,179,57,70,10,30,7,15,4,12,1,,,708,22,4,0,1,5.19615221,0,1,0,0.078082189,0.245205477,0.078082189,19.80321884,0.279431909,13.32937717,6.597145557,13.20854092,18.51143456,0,,13,0,na,,1,Quarterly,1,1,0,,1,,6.597145557,6.97987,32.19645309,9.549795151,57.57162476,1,1,0
114182,49,Buchanan Ingersoll,Pittsburgh,Northeast,2005,193500000,109,15036,385,126,39,33,100,109,385,98,57,155,505000,151,45000000,455000,395000,16000000,0.899999976,160000,62.5,,,3.930000067,23,404,120,87,33,50,12,14,2,16,2,11,5,,,404,0,5,0,0,6.244997978,0,0,0,0.081683166,0.21534653,0.101485148,19.08078766,0.285802662,13.02805233,5.953243256,13.13231373,17.62217331,0,,13,1,.,0,1,As Needed,1,1,1,100,,,5.953243256,26.47059,31.16883087,12.98701286,59.74025726,0,1,1
114294,52,Cadwalader,New York,Northeast,2005,483000000,1,11461,514,111,25,25,88,42,514,75,27,102,940000,16,191000000,2545000,2025000,15500000,2.710000038,400000,25,,,6.849999905,40,560,191,178,13,68,14,41,4,10,1,11,1,,,494,66,6,0,0,5,0,0,0,0.023214286,0.317857146,0.110714287,19.99552727,0.152362347,14.74964142,6.242223263,13.75363541,19.06778336,1,,5,1,100,1,1,daily communication but regular basis,1,1,0,,1,,6.242223263,16.10577,37.15953064,13.22957134,80.15563965,1,1,1
114288,53,Cahill Gordon,New York,Northeast,2005,229000000,1,8820,254,82,35,33,98,94,254,64,1,65,900000,20,146000000,2285000,2255000,500000,2.539999962,575000,17.38999939,,,3.970000029,64,,,,,,,,,,,,,,,,,,,,5.916079998,0,0,0,,,,19.24923325,,14.64187622,5.537334442,13.71014977,18.79911804,1,,3,1,ten-25,0,0,na,1,1,0,,1,,5.537334442,0.88106,,,74.40944672,1,1,1
114144,55,Carlton Fields,Tampa,South,2005,104000000,182,9647,208,116,46,56,100,182,208,92,42,134,500000,153,42000000,455000,375000,8500000,0.910000026,245000,40.81999969,,,2.25999999,40,229,70,40,31,35,15,4,0,7,2,13,8,,,229,0,8,1,0,6.782330036,1,0,0,0.135371178,0.174672484,0.104803495,18.45990181,0.367928237,13.02805233,5.337538242,13.12236309,17.55318069,0,,7,0,na,,1,Monthly,1,1,1,50,1,,5.337538242,11.22995,33.65384674,16.82692337,35.57692337,0,1,0
114145,56,Chadbourne & Parke,New York,Northeast,2005,229500000,1,15113,368,124,56,46,74,92,368,75,49,124,625000,97,72500000,965000,725000,17000000,1.539999962,245000,40.81999969,,,4.909999847,32,440,157,136,21,43,12,21,5,8,1,6,2,,,348,92,7,0,0,7.483314991,0,0,0,0.047727272,0.309090912,0.079545453,19.25141335,0.218465716,13.77988338,5.908082962,13.34550667,18.0990963,1,,11,1,100,1,1,bimonthly,1,1,1,100,1,,5.908082962,-4.77178,42.66304398,11.68478298,66.30435181,1,1,1
114231,57,Chapman and Cutler,Chicago,Midwest,2005,103000000,184,2202,187,38,12,20,100,184,187,75,31,106,550000,133,43500000,580000,480000,7000000,1.049999952,270000,37.04000092,,,2.49000001,42,199,56,34,22,18,9,7,2,3,3,2,1,,,199,0,5,0,0,3.464101553,0,1,0,0.110552765,0.17085427,0.060301509,18.45023918,0.332494766,13.27078342,5.231108665,13.2176733,17.58827209,0,,,,,,,,,,,,,,5.231108665,1.9802,29.94652367,9.625668526,43.3155098,0,0,0
114168,58,Choate Hall,Boston,Northeast,2005,126000000,166,8256,163,54,51,33,100,166,163,49,40,89,770000,49,47500000,965000,700000,15000000,1.25,385000,25.96999931,,,3.299999952,38,186,,,,12,7,3,1,3,2,2,1,,,186,0,4,0,0,7.141428471,0,0,0,,,0.043010753,18.65179253,,13.77988338,5.09375,13.55414581,17.67624092,0,,1,1,.,0,0,na,1,1,0,,1,,5.09375,17.2093,,7.361963272,45.39877319,0,1,1
114123,61,Cleary Gottlieb,New York,Northeast,2005,760000000,1,38438,833,266,79,55,59,18,833,170,0,170,910000,19,333000000,1960000,1960000,0,2.150000095,400000,25,,,4.900000095,44,880,337,315,22,104,20,43,1,37,2,15,6,,,523,357,8,0,0,8.888194084,0,0,0,0.025,0.357954532,0.107954547,20.44882965,0.158113882,14.48845482,6.72503376,13.72119999,19.62365341,1,,12,1,100,1,1,bimonthly,1,,,,,The firm is consistent in saying there is no billable hour minimum and doesn't take hours into consideration of any bonuses,6.72503376,9.35252,40.45618057,12.48499393,79.59183502,1,1,1
114141,65,Cooley Godward,Palo Alto,West,2005,298000000,1,25198,413,181,61,44,100,70,413,134,5,139,720000,64,122000000,910000,890000,2000000,1.25999999,300000,33.33000183,,,3.079999924,41,421,156,128,28,60,14,33,2,7,0,16,1,,,421,0,2,0,1,7.810249805,0,0,1,0.066508316,0.304038018,0.133016631,19.51260376,0.257892072,13.72119999,6.023447514,13.48700619,18.61953163,0,,6,1,100,1,1,Quarterly,1,1,0,,1,,6.023447514,3.11419,37.77239609,14.52784538,66.34382629,1,1,0
114105,69,Covington & Burling,Washington D.C.,Northeast,2005,380000000,1,60105,491,293,138,67,89,63,491,161,0,161,775000,46,156500000,975000,975000,0,1.25999999,320000,31.25,,,3.049999952,41,595,191,158,33,75,14,31,0,25,6,11,2,,,553,42,5,0,0,11.7473402,0,0,0,0.055462185,0.265546232,0.112605043,19.75568199,0.235504106,13.7901926,6.196444035,13.5606184,18.86856651,0,,5,1,100,1,1,several,1,1,,,1,,6.196444035,12.59259,38.9002037,15.27494907,67.20977783,1,1,1
114280,71,Cravath,New York,Northeast,2005,500500000,1,22457,391,137,60,37,96,40,391,87,0,87,1280000,3,226000000,2600000,2600000,0,2.029999971,580000,17.23999977,,,4.489999771,45,477,163,152,11,80,19,32,0,19,1,23,0,,,424,53,1,0,5,7.745966911,0,0,0,0.023060797,0.318658292,0.155136272,20.03111839,0.151857823,14.77102184,5.968707561,14.0623703,19.23604584,1,,,,,,,,,,,,,,5.968707561,10,41.68798065,20.46035767,77.74935913,1,1,1
114117,73,Crowell and Moring,Washington D.C.,Northeast,2005,188000000,112,21058,288,163,80,62,91,112,288,85,27,112,655000,89,69000000,815000,690000,8500000,1.24000001,270000,37.04000092,,,3.400000095,37,291,104,85,19,34,13,15,2,9,2,5,1,,,267,24,5,0,0,8.944272041,0,0,0,0.065292098,0.292096227,0.099656358,19.05195236,0.255523175,13.61094379,5.662960529,13.39239025,18.04961777,0,,4,1,100,1,1,five times,1,1,1,50,1,,5.662960529,16.40867,36.11111069,11.80555534,61.11111069,0,1,1
114135,77,Davis Polk,New York,Northeast,2005,604500000,1,31637,529,190,69,42,86,26,529,148,0,148,1145000,5,296000000,2000000,2000000,0,1.75,560000,17.86000061,,,3.569999933,49,639,258,228,30,102,19,58,4,23,1,14,2,,,535,104,5,0,0,8.306623459,0,0,0,0.046948358,0.3568075,0.148669794,20.21991158,0.216675699,14.50865746,6.270988464,13.95091534,19.50587082,1,,9,1,100,1,1,regularly,0,,,,,hours not taken into account,6.270988464,0,48.77126694,19.28166389,72.02268219,1,1,1
114189,79,Day Berry,Hartford,Northeast,2005,122000000,170,7316,218,78,34,36,100,170,218,98,5,103,560000,126,51500000,530000,515000,1500000,0.949999988,245000,40.81999969,,,2.220000029,42,215,77,60,17,20,9,4,1,8,1,4,2,,,215,0,4,0,0,5.830951691,0,0,0,0.079069771,0.279069781,0.074418604,18.61953163,0.281193465,13.18063259,5.384495258,13.23569202,17.75709152,0,,,,,,,,,,,,,,5.384495258,7.9646,35.32110214,9.174311638,52.75229263,0,0,1
114106,80,Debevoise & Plimpton,New York,Northeast,2005,535500000,1,59337,579,288,132,64,78,37,579,127,0,127,925000,18,213000000,1675000,1675000,0,1.809999943,370000,27.03000069,,,4.559999943,40,666,264,244,20,80,16,31,2,29,2,15,1,,,499,167,4,0,0,11.48912525,0,0,0,0.030030031,0.366366357,0.112612613,20.09871101,0.173291758,14.33132362,6.361302376,13.73754883,19.17680359,1,,8,1,100,1,1,Quarterly,1,1,,,,hours not taken into account,6.361302376,11.91223,45.59585571,13.816926,78.06562805,1,1,1
114177,81,Dechert,Philadelphia,Northeast,2005,577000000,1,25837,823,249,39,38,81,29,823,170,78,248,700000,74,264500000,1560000,1195000,31000000,2.230000019,360000,27.78000069,,,4.849999905,46,898,300,628,42,74,10,36,2,22,2,11,1,,,763,135,2,0,0,6.244997978,0,0,0,0.046770602,0.69933182,0.076837413,20.1733532,0.216265127,14.26019669,6.712956429,13.4588356,19.39335251,0,,18,1,100,1,1,every six weeks,1,1,0,,1,,6.712956429,30.69083,36.45200348,8.991495132,69.86634064,1,1,1
114164,83,Dewey Ballantine,New York,Northeast,2005,392500000,1,17272,502,160,44,41,78,58,502,110,25,135,780000,42,134500000,1225000,1070000,10000000,1.570000052,290000,34.47999954,,,4.559999943,34,572,203,180,23,65,13,41,3,9,0,10,2,,,492,80,4,0,0,6.63324976,0,0,0,0.040209789,0.314685315,0.104895107,19.78804779,0.200523779,14.01845169,6.218600273,13.56704903,18.71707535,1,,12,1,100,1,1,As Needed,1,1,0,,1,,6.218600273,3.15375,40.43824768,12.94820786,73.10756683,1,1,1
114276,87,Dickstein Shapiro,Washington D.C.,Northeast,2005,257500000,1,17954,329,166,55,51,100,80,329,90,48,138,780000,42,96000000,1065000,840000,20500000,1.370000005,355000,28.17000008,,,3.660000086,37,353,123,98,25,51,15,18,1,21,5,6,0,,,346,7,4,0,0,7.416198254,0,0,0,0.070821531,0.277620405,0.127478749,19.36652946,0.266123146,13.87848568,5.796057701,13.56704903,18.37985802,0,,3,1,35,0,1,every six weeks,1,1,0,,1,,5.796057701,30.71066,37.38601685,15.50152016,58.05471039,1,1,1
114264,88,Dinsmore & Shohl,Cincinnati,Midwest,2005,100000000,190,0,248,0,0,0,100,190,248,97,28,125,400000,192,38000000,395000,340000,5000000,0.99000001,175000,57.13999939,,,2.569999933,38,284,89,61,28,9,3,2,0,4,3,0,0,,,284,0,2,0,0,,0,1,0,0.098591551,0.214788735,0.02112676,18.420681,0.313992918,12.8866415,5.513428688,12.89921951,17.45309639,0,,,,,,,,,,,,,,5.513428688,7.52688,35.88709641,3.629032135,49.59677505,0,0,0
114126,89,DLA Piper,Palo Alto,West,2005,890500000,1,84653,1303,832,66,65,98,10,1303,250,342,592,685000,79,249500000,1000000,645000,131500000,1.460000038,290000,34.47999954,,,5.210000038,28,3114,469,340,129,179,12,69,16,38,12,29,11,,,1449,1665,6,0,4,8.124038696,0,0,1,0.04142582,0.109184332,0.043673731,20.60729408,0.203533337,13.81551075,7.172424793,13.43717384,19.33496857,0,,59,1,100,1,1,quarterly,1,1,1,100,,,7.172424793,53.40224,35.99385834,13.73752975,54.56638336,1,1,0
114149,90,Dorsey & Whitney,Minneapolis,Midwest,2005,318500000,1,25783,563,251,50,49,92,68,563,197,54,251,565000,123,95500000,485000,435000,14000000,0.860000014,195000,51.27999878,,,2.859999895,30,619,219,141,39,61,11,33,8,3,3,5,3,,,558,61,6,2,4,7.07106781,0,1,0,0.063004844,0.22778675,0.066235863,19.57913208,0.251007646,13.09190464,6.33327961,13.24458122,18.3746376,0,,20,1,50,0,0,na,1,1,1,150,1,,6.33327961,-3.48485,38.89875793,10.83481407,55.41740799,1,1,0
114302,91,Dow Lohnes,Washington D.C.,Northeast,2005,103000000,184,0,140,0,0,0,100,184,140,50,19,69,735000,60,45000000,900000,650000,0,1.220000029,320000,31.25,,,2.799999952,44,140,,,,10,7,2,1,6,1,0,0,,,140,0,3,0,0,,0,0,0,,,0.057142857,18.45023918,,13.71014977,4.941642284,13.50762558,17.62217331,0,,,,,,,,,,,,,,4.941642284,11.95652,,7.142857552,50.71428299,0,0,1
114287,92,Drinker Biddle,Philadelphia,Northeast,2005,223000000,1,14592,408,136,36,33,100,96,408,139,33,172,550000,133,79500000,575000,520000,10000000,1.049999952,220000,45.45000076,,,2.940000057,36,441,,,,17,4,3,0,6,1,5,2,,,441,0,2,0,0,6,0,0,0,,,0.031746034,19.22268295,,13.26212502,6.011267185,13.2176733,18.19126701,0,,9,1,15,0,1,Quarterly,1,1,0,,1,says 6percent of billables is counted so maybe change code,6.011267185,4.44965,,4.166666985,57.84313583,1,1,1
114223,93,Duane Morris,Philadelphia,Northeast,2005,290500000,1,7079,490,103,15,21,98,71,490,133,136,269,595000,107,89500000,675000,475000,38000000,1.129999995,260000,38.45999908,,,3.680000067,31,515,148,90,58,42,8,16,4,8,5,6,3,,,507,8,4,0,0,3.872983456,0,0,0,0.11262136,0.174757287,0.058252428,19.48711395,0.335591048,13.42246819,6.194405556,13.2963171,18.3097496,0,,,,,,,,,,,,,,6.194405556,10.03788,30.20408249,8.571429253,45.10204315,1,0,1
114180,95,Dykema Gossett,Detroit,West,2005,146500000,143,10120,325,142,31,44,100,143,325,108,85,193,450000,178,45500000,420000,325000,17500000,0.930000007,195000,51.27999878,,,3.00999999,31,334,103,68,35,22,7,5,1,8,4,1,3,,,334,0,4,0,0,5.567764282,0,0,1,0.104790419,0.203592807,0.041916169,18.80253601,0.323713481,12.94801044,5.783825397,13.01700306,17.63322258,0,,10,1,100,1,1,Quarterly,1,1,1,40,1,,5.783825397,5.77617,31.69230843,6.769230843,40.61538696,0,1,0
114202,97,Edwards Angell,Boston,Northeast,2005,278500000,1,17350,485,113,36,23,100,74,485,158,48,206,575000,118,94500000,600000,545000,17500000,1.039999962,230000,43.47999954,,,3.069999933,34,329,95,64,31,32,10,9,3,6,3,9,1,,,326,3,5,0,1,6,0,0,0,0.094224922,0.194528878,0.072948329,19.44492912,0.306960791,13.30468464,6.184148788,13.26212502,18.36411095,0,,10,0,.,,1,As Needed,1,1,0,,1,,6.184148788,64.7929,19.58762932,6.597938538,57.52577209,1,1,1
114240,98,Epstein Becker,New York,Northeast,2005,164500000,127,3614,350,60,10,17,100,127,350,75,33,108,470000,168,42000000,560000,450000,6500000,1.190000057,140000,71.43000031,,,4.670000076,26,381,157,114,43,40,11,8,3,8,11,6,4,,,381,0,11,0,0,3.162277699,0,0,0,0.112860896,0.299212605,0.057742782,18.91842079,0.335947752,13.23569202,5.857933044,13.06048775,17.55318069,1,,,,,,,,,,,,,,5.857933044,0.30488,44.85713959,11.4285717,69.14285278,0,0,1
114156,100,Faegre & Benson,Minneapolis,Midwest,2005,229500000,1,19480,449,202,46,48,94,92,449,256,0,256,510000,148,105500000,410000,410000,0,0.800000012,235000,42.54999924,,,1.75,46,460,183,124,59,32,8,13,2,8,2,3,1,,,417,43,3,1,2,6.782330036,0,1,0,0.128260866,0.269565225,0.052173913,19.25141335,0.358135253,12.92391205,6.107022762,13.14216614,18.47422218,0,,7,1,100,1,1,Monthly,1,1,0,,1,,6.107022762,12.22494,40.7572403,7.126948833,42.98440933,1,1,0
